0,1,lat,lon
198.98.62.158,2025-10-05 07:08:28,40.6063,-74.1774
152.53.53.243,2025-10-05 07:45:33,37.751,-97.822
45.84.107.222,2025-10-05 07:44:07,51.2993,9.491
45.84.107.55,2025-10-05 07:39:07,51.2993,9.491
45.84.107.74,2025-10-05 07:43:36,51.2993,9.491
45.84.107.172,2025-10-05 07:42:30,51.2993,9.491
45.84.107.47,2025-10-05 07:37:01,51.2993,9.491
45.84.107.33,2025-10-05 07:40:04,51.2993,9.491
185.247.184.105,2025-10-05 07:40:12,55.7386,37.6068
104.254.90.195,2025-10-05 07:35:57,43.6028,-79.653
176.65.149.87,2025-10-05 07:25:05,51.2993,9.491
205.185.116.215,2025-10-05 07:21:58,36.102,-115.1447
176.65.149.88,2025-10-05 06:09:31,51.2993,9.491
193.237.221.228,2025-10-05 07:18:46,51.4964,-0.1224
198.98.57.151,2025-10-05 07:11:23,40.6063,-74.1774
205.185.113.8,2025-10-05 07:24:08,36.102,-115.1447
209.141.45.141,2025-10-05 07:19:18,36.102,-115.1447
83.217.9.73,2025-10-05 07:14:53,55.7482,37.6177
37.77.56.238,2025-10-05 07:04:02,52.3824,4.8995
176.65.148.3,2025-10-05 06:12:23,51.2993,9.491
176.65.149.96,2025-10-05 07:20:59,51.2993,9.491
195.47.238.176,2025-10-05 07:43:41,57.7065,11.967
195.47.238.91,2025-10-05 07:40:43,57.7065,11.967
